1,1,1,0,19
1,2,6,77,85
1,3,9,345,392
1,4,9,291,345
1,5,5,398,436
2,1,10,12,55
2,2,4,117,183
2,3,7,225,301
2,4,7,301,337
2,5,8,337,403
3,1,10,55,137
3,2,6,139,174
3,3,4,253,311
3,4,9,392,401
3,5,6,409,445
4,1,7,117,182
4,2,4,183,253
4,3,8,436,445
4,4,4,22,98
4,5,9,0,21
5,1,6,85,103
5,2,5,382,398
5,3,10,398,420
5,4,2,428,443
5,5,3,242,299
6,1,1,90,186
6,2,1,186,221
6,3,1,221,263
6,4,2,306,350
6,5,7,395,403
7,1,7,73,117
7,2,3,299,350
7,3,8,139,161
7,4,3,420,447
7,5,4,0,22
8,1,3,145,169
8,2,7,182,225
8,3,8,275,303
8,4,8,0,17
8,5,2,350,384
9,1,8,69,139
9,2,6,174,241
9,3,2,241,306
9,4,6,354,381
9,5,6,381,409
10,1,1,19,90
10,2,1,263,311
10,3,4,311,368
10,4,2,384,428
10,5,10,137,229
11,1,5,150,221
11,2,1,311,340
11,3,5,436,443
11,4,7,340,395
11,5,3,96,113
12,1,2,0,110
12,2,3,113,123
12,3,6,284,309
12,4,5,341,382
12,5,10,420,447
13,1,6,12,77
13,2,9,93,156
13,3,1,340,349
13,4,3,350,420
13,5,4,421,448
14,1,3,0,82
14,2,5,87,150
14,3,9,156,214
14,4,9,214,291
14,5,8,303,337
15,1,7,0,5
15,2,8,216,275
15,3,9,28,93
15,4,7,403,448
15,5,6,103,139
16,1,7,5,7
16,2,2,146,241
16,3,4,368,421
16,4,8,17,69
16,5,3,123,145
17,1,5,0,37
17,2,3,82,96
17,3,4,98,117
17,4,10,229,303
17,5,6,309,354
18,1,7,7,73
18,2,5,277,341
18,3,1,349,446
18,4,2,110,146
18,5,3,169,242
19,1,5,221,277
19,2,9,401,447
19,3,6,0,12
19,4,10,303,398
19,5,8,161,216
20,1,10,0,12
20,2,9,21,28
20,3,5,37,87
20,4,6,241,284
20,5,8,403,436
