1,1,3,8,28
1,2,12,28,84
1,3,14,97,146
1,4,12,229,295
1,5,7,295,307
1,6,12,307,343
1,7,7,348,381
1,8,8,381,397
1,9,2,404,427
1,10,1,462,530
1,11,5,536,618
1,12,5,618,659
1,13,13,690,738
1,14,11,0,6
1,15,12,153,229
2,1,6,66,104
2,2,6,241,278
2,3,4,278,332
2,4,6,405,457
2,5,6,457,482
2,6,14,482,587
2,7,12,587,651
2,8,9,651,676
2,9,5,676,682
2,10,12,682,739
2,11,12,343,405
2,12,13,162,241
2,13,8,332,342
2,14,12,104,153
2,15,2,0,66
3,1,9,0,83
3,2,9,83,141
3,3,3,155,184
3,4,14,356,405
3,5,13,416,452
3,6,15,452,459
3,7,10,459,469
3,8,6,546,555
3,9,1,555,616
3,10,11,621,670
3,11,7,670,737
3,12,6,482,539
3,13,8,144,155
3,14,2,184,265
3,15,15,265,331
4,1,7,20,79
4,2,2,87,121
4,3,15,121,181
4,4,4,181,240
4,5,9,247,265
4,6,2,265,283
4,7,1,287,349
4,8,3,349,360
4,9,11,360,434
4,10,2,434,478
4,11,5,478,536
4,12,9,536,595
4,13,8,595,658
4,14,14,658,698
4,15,10,698,744
5,1,10,50,128
5,2,11,287,355
5,3,14,405,473
5,4,10,473,489
5,5,10,489,546
5,6,13,546,574
5,7,12,574,581
5,8,13,581,656
5,9,8,658,707
5,10,11,707,737
5,11,3,737,745
5,12,2,355,404
5,13,11,128,204
5,14,1,204,287
5,15,10,0,50
6,1,7,163,193
6,2,11,204,279
6,3,10,310,346
6,4,1,372,424
6,5,8,424,480
6,6,8,480,552
6,7,13,656,690
6,8,1,349,372
6,9,6,555,590
6,10,14,590,651
6,11,13,113,162
6,12,15,16,113
6,13,15,0,16
6,14,6,690,734
6,15,9,279,310
7,1,3,28,47
7,2,6,146,190
7,3,3,208,226
7,4,5,376,437
7,5,11,437,487
7,6,11,487,494
7,7,7,525,573
7,8,8,573,593
7,9,2,609,677
7,10,4,679,706
7,11,1,712,745
7,12,14,278,356
7,13,6,104,146
7,14,10,190,208
7,15,4,47,92
8,1,6,0,59
8,2,11,62,125
8,3,4,240,272
8,4,10,378,453
8,5,12,453,514
8,6,9,514,535
8,7,1,535,545
8,8,9,595,625
8,9,4,625,679
8,10,10,679,697
8,11,3,141,151
8,12,8,155,206
8,13,15,206,238
8,14,13,272,375
8,15,10,128,141
9,1,8,140,144
9,2,9,144,217
9,3,10,217,254
9,4,5,312,376
9,5,7,395,454
9,6,5,454,475
9,7,15,475,550
9,8,10,550,630
9,9,15,630,707
9,10,15,707,745
9,11,14,40,97
9,12,5,254,312
9,13,8,97,140
9,14,4,0,40
9,15,13,376,395
10,1,5,7,54
10,2,3,54,80
10,3,13,80,113
10,4,1,113,185
10,5,6,190,234
10,6,8,234,246
10,7,10,254,305
10,8,4,332,403
10,9,11,570,621
10,10,11,494,520
10,11,13,0,7
10,12,2,677,734
10,13,4,403,458
10,14,9,468,493
10,15,7,621,663
11,1,7,0,20
11,2,1,20,80
11,3,7,80,163
11,4,14,174,180
11,5,7,202,214
11,6,7,214,219
11,7,6,352,370
11,8,6,370,403
11,9,8,403,415
11,10,2,478,521
11,11,7,573,591
11,12,14,163,166
11,13,4,166,174
11,14,1,185,202
11,15,2,283,306
12,1,3,80,140
12,2,14,187,236
12,3,2,306,338
12,4,13,395,416
12,5,9,438,468
12,6,13,481,537
12,7,6,539,546
12,8,4,546,622
12,9,1,622,712
12,10,14,712,731
12,11,3,0,8
12,12,15,338,384
12,13,13,8,71
12,14,3,236,296
12,15,10,141,187
13,1,8,0,97
13,2,4,97,162
13,3,15,181,201
13,4,7,234,293
13,5,6,293,352
13,6,10,352,378
13,7,9,381,408
13,8,9,408,438
13,9,1,438,462
13,10,13,462,481
13,11,4,481,544
13,12,3,544,606
13,13,3,606,690
13,14,5,690,745
13,15,8,206,234
14,1,14,0,17
14,2,9,217,247
14,3,8,247,332
14,4,9,332,344
14,5,9,344,381
14,6,15,384,420
14,7,11,521,570
14,8,10,630,676
14,9,3,447,521
14,10,2,121,175
14,11,11,17,62
14,12,9,692,739
14,13,15,570,628
14,14,2,66,87
14,15,1,87,112
15,1,1,0,8
15,2,12,8,26
15,3,5,79,132
15,4,5,132,234
15,5,8,348,370
15,6,7,454,519
15,7,7,519,525
15,8,2,525,609
15,9,6,609,686
15,10,9,686,692
15,11,3,692,731
15,12,5,54,79
15,13,14,236,278
15,14,3,370,447
15,15,7,307,348
