1,1,1,9,17
1,2,6,63,152
1,3,10,202,259
1,4,6,262,328
1,5,3,417,434
1,6,3,434,473
1,7,8,500,527
1,8,10,613,698
1,9,1,698,714
1,10,7,29,48
2,1,2,0,16
2,2,5,238,302
2,3,5,378,425
2,4,1,438,465
2,5,3,473,575
2,6,6,575,607
2,7,4,654,666
2,8,2,62,91
2,9,8,304,377
2,10,1,53,62
3,1,2,16,62
3,2,9,62,148
3,3,2,148,239
3,4,2,239,245
3,5,9,245,303
3,6,2,334,393
3,7,7,509,556
3,8,8,569,626
3,9,3,653,686
3,10,2,686,712
4,1,8,0,52
4,2,2,91,136
4,3,5,137,238
4,4,4,347,407
4,5,9,422,498
4,6,9,498,573
4,7,2,587,595
4,8,7,600,667
4,9,2,668,681
4,10,1,284,347
5,1,5,63,137
5,2,8,175,203
5,3,6,227,262
5,4,4,282,288
5,5,7,311,387
5,6,5,442,502
5,7,8,527,539
5,8,8,539,569
5,9,1,623,688
5,10,3,388,417
6,1,10,0,45
6,2,7,48,101
6,3,7,101,149
6,4,6,152,227
6,5,8,255,304
6,6,3,325,388
6,7,4,407,517
6,8,8,626,668
6,9,4,668,688
6,10,10,698,707
7,1,5,0,63
7,2,1,119,202
7,3,7,202,252
7,4,1,347,438
7,5,10,503,596
7,6,5,670,678
7,7,5,678,714
7,8,4,288,341
7,9,8,463,500
7,10,8,447,463
8,1,4,21,92
8,2,9,148,234
8,3,3,242,325
8,4,6,328,359
8,5,7,387,460
8,6,2,469,501
8,7,6,607,668
8,8,1,0,9
8,9,2,501,587
8,10,6,668,713
9,1,10,45,79
9,2,10,79,124
9,3,10,124,202
9,4,1,202,222
9,5,2,245,287
9,6,2,287,334
9,7,6,498,551
9,8,5,551,573
9,9,5,573,609
9,10,5,609,670
10,1,9,0,45
10,2,9,45,51
10,3,4,92,129
10,4,3,150,199
10,5,4,217,282
10,6,8,377,393
10,7,8,393,447
10,8,7,577,600
10,9,4,600,654
10,10,8,668,714
11,1,10,259,353
11,2,9,353,422
11,3,10,468,503
11,4,6,551,570
11,5,10,596,613
11,6,7,672,696
11,7,7,696,714
11,8,1,17,53
11,9,3,199,242
11,10,2,136,147
12,1,3,0,62
12,2,1,62,119
12,3,4,129,217
12,4,9,234,245
12,5,7,252,311
12,6,5,425,442
12,7,1,494,553
12,8,7,556,577
12,9,3,577,653
12,10,4,688,703
13,1,6,0,63
13,2,8,71,128
13,3,1,222,284
13,4,5,302,378
13,5,7,468,509
13,6,4,517,599
13,7,9,668,710
13,8,2,599,668
13,9,10,391,468
13,10,8,128,175
14,1,7,191,198
14,2,6,359,433
14,3,6,433,453
14,4,6,453,498
14,5,5,502,540
14,6,1,553,623
14,7,7,667,672
14,8,4,0,21
14,9,3,62,150
14,10,3,686,711
15,1,7,0,29
15,2,8,52,71
15,3,7,149,191
15,4,8,203,255
15,5,10,353,391
15,6,2,393,469
15,7,9,573,664
15,8,1,688,696
15,9,1,469,494
15,10,9,303,353
