1,1,2,0,43
1,2,2,43,100
1,3,8,100,152
1,4,9,152,208
1,5,1,208,241
1,6,9,241,279
1,7,10,279,333
1,8,3,351,450
1,9,3,450,512
1,10,9,333,339
2,1,5,0,21
2,2,7,21,59
2,3,9,118,152
2,4,1,289,327
2,5,4,366,431
2,6,7,442,456
2,7,7,456,507
2,8,10,507,530
2,9,7,59,84
2,10,8,239,289
3,1,8,0,51
3,2,1,65,87
3,3,4,91,122
3,4,4,122,155
3,5,4,155,235
3,6,7,245,334
3,7,10,334,361
3,8,6,479,500
3,9,3,53,57
3,10,2,418,479
4,1,6,0,13
4,2,6,13,46
4,3,8,51,92
4,4,3,136,201
4,5,9,208,233
4,6,1,241,252
4,7,6,278,339
4,8,1,453,511
4,9,9,339,431
4,10,1,252,278
5,1,4,0,91
5,2,3,91,136
5,3,1,157,178
5,4,1,178,207
5,5,10,212,274
5,6,5,274,316
5,7,6,339,405
5,8,9,444,452
5,9,6,405,444
5,10,6,136,155
6,1,5,21,92
6,2,5,92,113
6,3,5,113,180
6,4,6,180,246
6,5,2,285,297
6,6,10,393,460
6,7,10,460,503
6,8,4,503,546
6,9,6,246,265
6,10,1,327,393
7,1,1,9,65
7,2,10,65,116
7,3,1,116,157
7,4,5,226,269
7,5,9,279,321
7,6,4,331,366
7,7,8,367,443
7,8,6,444,454
7,9,5,180,226
7,10,9,454,530
8,1,3,0,53
8,2,10,119,212
8,3,3,245,274
8,4,3,274,351
8,5,7,351,442
8,6,2,497,520
8,7,2,520,554
8,8,4,442,497
8,9,7,212,245
8,10,6,53,119
9,1,1,0,9
9,2,9,9,68
9,3,9,68,118
9,4,2,118,173
9,5,7,174,186
9,6,8,186,239
9,7,2,239,285
9,8,5,316,402
9,9,5,402,498
9,10,3,512,531
10,1,10,0,63
10,2,3,63,87
10,3,7,87,174
10,4,4,235,331
10,5,8,331,367
10,6,2,367,418
10,7,1,418,453
10,8,8,453,514
10,9,6,514,554
10,10,2,174,235
