1,1,2,0,57
1,2,6,57,125
1,3,4,125,215
1,4,7,271,333
1,5,2,215,271
2,1,3,0,6
2,2,5,68,99
2,3,7,108,154
2,4,4,219,249
2,5,1,172,219
3,1,1,0,37
3,2,4,93,114
3,3,1,42,57
3,4,6,125,238
3,5,6,261,305
4,1,4,43,93
4,2,1,154,172
4,3,1,219,264
4,4,1,264,295
4,5,4,298,326
5,1,5,0,25
5,2,7,52,108
5,3,4,249,274
5,4,4,274,298
5,5,5,108,127
6,1,3,6,38
6,2,2,271,311
6,3,1,38,42
6,4,2,129,206
6,5,5,206,266
7,1,7,0,52
7,2,2,57,112
7,3,7,154,186
7,4,7,215,240
7,5,3,204,214
8,1,2,112,129
8,2,3,139,204
8,3,5,25,53
8,4,5,266,318
8,5,3,214,247
9,1,4,0,43
9,2,3,43,139
9,3,3,247,280
9,4,5,139,188
9,5,5,188,195
10,1,6,0,54
10,2,5,54,68
10,3,1,68,154
10,4,7,186,215
10,5,6,238,261
