1,1,5,0,39
1,2,6,293,333
1,3,2,373,378
1,4,5,493,501
1,5,1,229,269
2,1,1,0,77
2,2,1,157,229
2,3,5,336,407
2,4,3,247,302
2,5,1,410,490
3,1,2,24,110
3,2,4,116,192
3,3,1,269,351
3,4,3,446,481
3,5,7,365,436
4,1,2,266,305
4,2,7,321,340
4,3,3,200,232
4,4,3,232,247
4,5,1,351,410
5,1,3,73,133
5,2,6,239,279
5,3,2,448,491
5,4,7,162,234
5,5,2,305,373
6,1,2,0,24
6,2,3,133,200
6,3,2,213,266
6,4,4,441,451
6,5,3,481,502
7,1,6,0,85
7,2,6,85,146
7,3,6,146,190
7,4,7,292,303
7,5,1,490,496
8,1,5,120,189
8,2,4,228,265
8,3,6,333,397
8,4,5,415,446
8,5,7,111,120
9,1,4,0,51
9,2,5,51,120
9,3,4,192,228
9,4,5,234,299
9,5,6,397,488
10,1,7,59,111
10,2,7,303,321
10,3,6,488,502
10,4,5,39,51
10,5,4,348,411
11,1,5,189,234
11,2,3,302,383
11,3,3,383,446
11,4,7,32,59
11,5,5,446,493
12,1,4,51,116
12,2,7,120,162
12,3,4,265,348
12,4,5,407,415
12,5,7,436,501
13,1,7,0,32
13,2,2,110,180
13,3,7,234,292
13,4,4,451,457
13,5,2,378,448
14,1,1,77,157
14,2,6,190,239
14,3,4,411,441
14,4,7,340,365
14,5,4,457,502
15,1,3,0,73
15,2,2,180,213
15,3,5,299,336
15,4,6,279,293
15,5,2,491,498
