1,1,4,0,36
1,2,10,36,102
1,3,9,113,123
1,4,7,131,163
1,5,5,187,235
1,6,4,253,262
1,7,2,275,331
1,8,9,479,521
1,9,2,426,479
1,10,9,397,418
2,1,1,0,36
2,2,6,46,119
2,3,9,123,198
2,4,6,272,283
2,5,9,332,397
2,6,6,397,422
2,7,6,422,471
2,8,2,479,515
2,9,9,198,268
2,10,10,310,327
3,1,2,0,79
3,2,6,119,203
3,3,7,203,239
3,4,5,239,306
3,5,6,306,386
3,6,3,386,394
3,7,1,394,403
3,8,7,403,473
3,9,10,473,521
3,10,8,79,112
4,1,5,40,92
4,2,10,113,196
4,3,4,196,253
4,4,3,253,326
4,5,8,326,332
4,6,4,332,366
4,7,5,366,457
4,8,3,457,521
4,9,9,92,113
4,10,6,0,40
5,1,10,0,17
5,2,6,40,46
5,3,4,46,68
5,4,3,126,192
5,5,1,192,222
5,6,1,295,348
5,7,7,348,365
5,8,3,394,450
5,9,1,222,295
5,10,4,68,126
6,1,3,0,72
6,2,2,79,81
6,3,4,126,168
6,4,8,203,283
6,5,4,283,324
6,6,3,336,375
6,7,4,375,415
6,8,4,415,489
6,9,6,489,495
6,10,6,495,520
7,1,1,36,71
7,2,2,81,107
7,3,6,203,272
7,4,2,331,343
7,5,9,418,442
7,6,6,471,488
7,7,5,0,33
7,8,8,112,203
7,9,1,348,378
7,10,8,283,318
8,1,3,87,117
8,2,2,117,202
8,3,2,202,243
8,4,9,275,332
8,5,9,450,475
8,6,10,332,413
8,7,5,475,494
8,8,1,413,450
8,9,2,243,275
8,10,9,0,87
9,1,8,0,76
9,2,5,92,141
9,3,1,141,191
9,4,3,192,247
9,5,10,247,300
9,6,10,300,310
9,7,5,310,348
9,8,2,348,426
9,9,10,426,453
9,10,1,453,517
10,1,7,0,84
10,2,3,326,336
10,3,8,426,471
10,4,8,471,476
10,5,7,476,518
10,6,7,240,320
10,7,5,141,187
10,8,10,196,240
10,9,8,336,426
10,10,7,84,131
