1,1,10,0,73
1,2,2,73,83
1,3,10,83,164
1,4,9,391,483
1,5,9,483,496
1,6,9,199,251
1,7,2,496,575
1,8,8,331,391
1,9,10,251,331
1,10,6,164,181
2,1,3,93,121
2,2,8,142,242
2,3,4,357,421
2,4,6,455,495
2,5,1,495,546
2,6,2,13,55
2,7,3,433,455
2,8,9,72,85
2,9,7,0,10
2,10,5,248,336
3,1,2,0,13
3,2,6,106,136
3,3,6,181,246
3,4,8,246,325
3,5,10,331,389
3,6,8,391,418
3,7,1,423,495
3,8,7,13,106
3,9,7,136,176
3,10,5,495,552
4,1,5,0,81
4,2,2,83,157
4,3,2,157,236
4,4,2,236,310
4,5,7,310,386
4,6,1,546,566
4,7,9,517,535
4,8,8,439,517
4,9,1,566,575
4,10,6,386,439
5,1,4,0,34
5,2,9,93,159
5,3,9,159,199
5,4,1,199,241
5,5,6,246,337
5,6,5,337,382
5,7,8,517,572
5,8,4,426,477
5,9,5,404,426
5,10,3,34,93
6,1,6,142,149
6,2,3,149,213
6,3,5,213,248
6,4,2,321,401
6,5,10,401,488
6,6,4,488,574
6,7,8,72,142
6,8,9,0,72
6,9,4,248,321
6,10,6,574,576
7,1,8,30,71
7,2,1,241,287
7,3,1,287,292
7,4,9,292,365
7,5,1,414,423
7,6,5,146,205
7,7,4,219,236
7,8,10,491,571
7,9,5,426,491
7,10,3,0,30
8,1,6,0,96
8,2,1,102,122
8,3,5,122,146
8,4,4,154,219
8,5,7,219,306
8,6,4,321,357
8,7,2,414,461
8,8,3,461,497
8,9,1,357,414
8,10,6,497,571
9,1,4,34,101
9,2,4,101,154
9,3,10,164,244
9,4,5,382,404
9,5,7,404,479
9,6,7,479,571
9,7,6,337,378
9,8,8,0,11
9,9,3,251,304
9,10,8,11,24
10,1,1,0,42
10,2,1,42,102
10,3,1,122,195
10,4,9,251,284
10,5,3,304,332
10,6,3,332,433
10,7,3,497,556
10,8,2,461,496
10,9,3,218,251
10,10,7,195,218
