1,1,10,40,58
1,2,4,173,246
1,3,4,275,335
1,4,3,341,354
1,5,5,430,502
1,6,1,503,584
1,7,1,747,821
1,8,10,0,40
1,9,12,704,747
1,10,12,367,430
1,11,2,106,173
1,12,10,58,106
1,13,4,643,703
1,14,3,246,275
1,15,6,584,643
2,1,9,24,83
2,2,11,452,518
2,3,11,526,565
2,4,12,567,633
2,5,6,643,685
2,6,2,753,769
2,7,12,769,823
2,8,3,275,341
2,9,1,83,158
2,10,10,690,732
2,11,6,427,452
2,12,5,358,427
2,13,6,158,217
2,14,6,0,24
2,15,13,217,263
3,1,11,53,150
3,2,11,150,254
3,3,11,254,309
3,4,14,356,389
3,5,15,470,502
3,6,1,593,668
3,7,5,732,749
3,8,10,749,824
3,9,15,389,470
3,10,4,502,511
3,11,1,0,53
3,12,11,518,526
3,13,9,679,732
3,14,14,309,356
3,15,14,526,593
4,1,11,0,26
4,2,14,458,492
4,3,15,615,642
4,4,12,646,704
4,5,6,704,736
4,6,9,736,785
4,7,9,785,824
4,8,15,566,615
4,9,14,147,207
4,10,3,111,145
4,11,6,217,231
4,12,6,26,111
4,13,1,384,458
4,14,10,231,367
4,15,9,492,555
5,1,15,97,182
5,2,12,182,223
5,3,8,245,319
5,4,1,375,384
5,5,2,410,449
5,6,10,449,457
5,7,3,493,579
5,8,14,593,606
5,9,11,613,653
5,10,10,653,690
5,11,6,736,822
5,12,7,467,493
5,13,7,319,375
5,14,13,0,77
5,15,3,228,245
6,1,15,0,58
6,2,7,72,126
6,3,9,175,241
6,4,11,312,346
6,5,1,346,358
6,6,11,358,371
6,7,3,371,442
6,8,2,643,711
6,9,4,711,750
6,10,5,750,826
6,11,4,540,643
6,12,1,58,72
6,13,7,126,175
6,14,6,241,312
6,15,12,442,540
7,1,12,0,68
7,2,10,106,148
7,3,5,151,188
7,4,2,188,251
7,5,8,355,423
7,6,13,438,472
7,7,8,472,488
7,8,5,502,552
7,9,12,552,567
7,10,7,576,671
7,11,13,671,732
7,12,4,72,90
7,13,9,322,351
7,14,2,769,798
7,15,5,270,322
8,1,3,68,111
8,2,6,111,140
8,3,13,145,209
8,4,5,209,270
8,5,12,270,315
8,6,8,327,355
8,7,4,355,443
8,8,2,449,488
8,9,13,488,549
8,10,10,549,595
8,11,9,598,679
8,12,14,679,746
8,13,12,747,753
8,14,3,753,820
8,15,3,0,68
9,1,8,0,15
9,2,15,58,97
9,3,7,175,222
9,4,10,410,434
9,5,9,446,490
9,6,5,552,622
9,7,5,622,681
9,8,1,241,317
9,9,2,733,753
9,10,4,97,130
9,11,11,681,733
9,12,2,322,410
9,13,10,512,544
9,14,7,753,817
9,15,11,26,44
10,1,2,67,103
10,2,8,140,234
10,3,11,372,452
10,4,1,458,503
10,5,10,620,646
10,6,1,668,736
10,7,15,736,815
10,8,14,818,826
10,9,9,103,134
10,10,2,566,607
10,11,9,280,312
10,12,13,320,372
10,13,15,503,566
10,14,7,0,67
10,15,4,246,274
11,1,14,0,90
11,2,7,248,313
11,3,4,446,498
11,4,2,498,565
11,5,11,565,613
11,6,10,613,620
11,7,7,686,751
11,8,12,753,757
11,9,5,322,358
11,10,15,183,248
11,11,9,358,446
11,12,8,620,686
11,13,13,757,826
11,14,10,151,183
11,15,5,90,151
12,1,3,145,228
12,2,12,228,243
12,3,15,248,258
12,4,2,258,322
12,5,15,323,384
12,6,14,389,446
12,7,8,488,526
12,8,8,526,557
12,9,9,557,598
12,10,2,607,623
12,11,12,633,646
12,12,8,732,817
12,13,5,681,732
12,14,12,68,142
12,15,4,0,47
13,1,4,60,72
13,2,12,320,367
13,3,13,372,438
13,4,3,442,466
13,5,6,466,537
13,6,6,537,579
13,7,6,690,696
13,8,3,631,690
13,9,13,263,320
13,10,11,733,824
13,11,13,579,628
13,12,14,90,147
13,13,2,12,60
13,14,9,0,12
13,15,1,158,241
14,1,5,0,73
14,2,8,76,140
14,3,10,183,221
14,4,15,258,323
14,5,6,323,412
14,6,3,466,487
14,7,14,492,509
14,8,7,509,576
14,9,3,579,621
14,10,3,621,631
14,11,15,642,719
14,12,4,750,808
14,13,9,169,175
14,14,4,140,169
14,15,8,423,466
15,1,13,77,145
15,2,12,145,168
15,3,7,222,245
15,4,9,245,280
15,5,8,319,327
15,6,10,367,395
15,7,7,395,467
15,8,10,467,512
15,9,14,608,668
15,10,14,746,818
15,11,8,818,823
15,12,8,557,608
15,13,8,15,76
15,14,3,690,728
15,15,5,188,203
