1,1,4,0,6
1,2,9,263,298
1,3,1,379,434
1,4,9,224,263
1,5,10,21,38
2,1,4,251,286
2,2,2,395,428
2,3,1,434,481
2,4,5,40,123
2,5,10,385,394
3,1,3,86,129
3,2,4,134,199
3,3,7,216,281
3,4,5,291,332
3,5,8,344,423
4,1,3,129,145
4,2,7,281,328
4,3,4,355,417
4,4,2,150,173
4,5,6,470,481
5,1,8,25,95
5,2,3,234,265
5,3,3,341,371
5,4,8,467,483
5,5,5,420,451
6,1,4,60,134
6,2,5,217,241
6,3,4,286,355
6,4,2,359,388
6,5,9,393,480
7,1,6,0,65
7,2,10,137,171
7,3,2,217,299
7,4,9,299,328
7,5,3,475,482
8,1,3,0,66
8,2,10,87,137
8,3,1,168,225
8,4,5,241,274
8,5,6,310,423
9,1,4,6,60
9,2,3,145,234
9,3,1,354,379
9,4,3,410,475
9,5,5,274,291
10,1,6,65,115
10,2,9,134,212
10,3,8,246,300
10,4,2,388,395
10,5,4,417,482
11,1,2,173,217
11,2,2,428,451
11,3,6,461,470
11,4,9,328,393
11,5,9,59,109
12,1,5,0,40
12,2,10,40,87
12,3,5,123,217
12,4,8,423,432
12,5,5,451,459
13,1,8,0,25
13,2,10,171,237
13,3,1,250,354
13,4,1,84,168
13,5,7,405,483
14,1,9,0,59
14,2,10,237,325
14,3,10,458,478
14,4,5,332,420
14,5,6,115,207
15,1,1,0,84
15,2,2,107,150
15,3,7,167,216
15,4,10,325,385
15,5,8,432,467
16,1,7,0,54
16,2,7,62,144
16,3,1,225,250
16,4,8,300,344
16,5,3,371,410
17,1,7,54,62
17,2,9,109,134
17,3,9,212,224
17,4,10,394,458
17,5,6,262,310
18,1,2,70,107
18,2,8,180,246
18,3,7,328,405
18,4,6,423,461
18,5,5,461,483
19,1,3,66,86
19,2,8,95,180
19,3,2,299,359
19,4,4,199,251
19,5,10,0,21
20,1,2,0,70
20,2,7,144,167
20,3,6,207,262
20,4,3,265,341
20,5,2,451,482
