1,1,6,0,11
1,2,4,15,114
1,3,1,114,204
1,4,6,216,324
1,5,6,324,330
2,1,3,174,194
2,2,2,332,340
2,3,5,76,139
2,4,6,195,216
2,5,7,0,56
3,1,4,0,15
3,2,2,76,156
3,3,7,324,337
3,4,5,59,76
3,5,7,247,271
4,1,6,11,88
4,2,7,190,247
4,3,4,247,254
4,4,1,104,111
4,5,1,289,341
5,1,6,156,190
5,2,6,190,195
5,3,2,260,332
5,4,4,114,126
5,5,7,56,94
6,1,2,0,66
6,2,1,88,104
6,3,7,104,190
6,4,1,204,289
6,5,3,292,337
7,1,4,126,190
7,2,5,192,269
7,3,5,269,303
7,4,5,303,327
7,5,5,327,336
8,1,1,0,88
8,2,6,88,156
8,3,2,156,208
8,4,4,260,341
8,5,2,208,260
9,1,5,139,192
9,2,6,330,340
9,3,4,192,245
9,4,7,271,324
9,5,3,0,103
10,1,5,0,59
10,2,2,66,71
10,3,3,103,159
10,4,3,159,174
10,5,3,194,292
